# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:35:08 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
#
pl_name	hostname	st_teff	st_tefferr1	st_tefferr2	st_tefflim	st_rad	st_raderr1	st_raderr2	st_mass	st_masserr1	st_masserr2	st_masslim	st_rotp	st_rotperr1	st_rotperr2	st_rotplim
Kepler-344 b	Kepler-344	5774.00	164.00	-163.00	0	0.96	0.38	-0.10	0.94	0.12	-0.09	0				
Kepler-344 b	Kepler-344	5349.15	127.95	-127.95	0	0.94			0.92			0				
Kepler-344 b	Kepler-344	5349.15	127.95	-127.95	0	0.94			0.92			0				
Kepler-344 b	Kepler-344	5774.00	200.00	-200.00	0	0.98	0.45	-0.45								
Kepler-344 b	Kepler-344	5774.00	164.00	-163.00	0	0.96	0.38	-0.10	0.94	0.12	-0.09	0				
Kepler-344 b	Kepler-344	5774.00	156.00	-173.00	0	0.96	0.27	-0.12	0.94	0.12	-0.10	0				
Kepler-344 b	Kepler-344	5752.00	107.00	-107.00	0	0.96	0.72	-0.72	0.93	0.20	-0.20	0				
Kepler-344 b	Kepler-344	5535.00	75.30	-102.05	0	0.90	0.12	-0.06	0.93	0.04	-0.05	0				
Kepler-344 c	Kepler-344	5774.00	200.00	-200.00	0	0.98	0.45	-0.45								
Kepler-344 c	Kepler-344	5774.00	164.00	-163.00	0	0.96	0.38	-0.10	0.94	0.12	-0.09	0				
Kepler-344 c	Kepler-344	5752.00	107.00	-107.00	0	0.96	0.72	-0.72	0.93	0.20	-0.20	0				
Kepler-344 c	Kepler-344	5349.15	127.95	-127.95	0	0.94			0.92			0				
Kepler-344 c	Kepler-344	5774.00	156.00	-173.00	0	0.96	0.27	-0.12	0.94	0.12	-0.10	0				
Kepler-344 c	Kepler-344	5774.00	164.00	-163.00	0	0.96	0.38	-0.10	0.94	0.12	-0.09	0				
Kepler-344 c	Kepler-344	5535.00	75.30	-102.05	0	0.90	0.12	-0.06	0.93	0.04	-0.05	0				
Kepler-344 c	Kepler-344	5349.15	127.95	-127.95	0	0.94			0.92			0				
Kepler-344 c	Kepler-344	5774.00	164.00	-163.00	0	0.96	0.38	-0.10	0.94	0.12	-0.09	0				
Kepler-344 c	Kepler-344	5459.00	109.00	-109.00	0	0.88	0.05	-0.05								
Kepler-345 b	Kepler-345	4401.00	61.00	-61.00	0	0.58	0.01	-0.01	0.61	0.01	-0.01	0				
Kepler-345 b	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 b	Kepler-345	4504.00	100.00	-100.00	0	0.62	0.03	-0.03								
Kepler-345 b	Kepler-345	4539.31	84.41	-84.41	0											
Kepler-345 b	Kepler-345	4515.00	59.08	-41.93	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-345 b	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 b	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 b	Kepler-345								0.70	0.03	-0.04	0				
Kepler-345 b	Kepler-345	4539.31	84.41	-84.41	0											
Kepler-345 b	Kepler-345	4500.00	90.00	-90.00	0	0.65	0.05	-0.02	0.71	0.03	-0.04	0				
Kepler-345 c	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 c	Kepler-345	4539.31	84.41	-84.41	0											
Kepler-345 c	Kepler-345	4401.00	61.00	-61.00	0	0.58	0.01	-0.01	0.61	0.01	-0.01	0				
Kepler-345 c	Kepler-345	4500.00	90.00	-90.00	0	0.65	0.05	-0.02	0.71	0.03	-0.04	0				
Kepler-345 c	Kepler-345	4504.00	100.00	-100.00	0	0.62	0.03	-0.03								
Kepler-345 c	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 c	Kepler-345	4515.00	59.08	-41.93	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-345 c	Kepler-345	4386.00	128.00	-132.00	0	0.63	0.05	-0.07	0.62	0.07	-0.05	0				
Kepler-345 c	Kepler-345								0.70	0.03	-0.04	0				
Kepler-345 c	Kepler-345	4539.31	84.41	-84.41	0											
Kepler-345 c	Kepler-345	4539.31	84.41	-84.41	0											
Kepler-346 b	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-346 b	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-346 b	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 b	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 b	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-346 b	Kepler-346	5511.00	110.00	-110.00	0	0.89	0.05	-0.04								
Kepler-346 b	Kepler-346	5996.00	152.00	-152.00	0	0.96	0.47	-0.47	1.02	0.12	-0.12	0				
Kepler-346 b	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 b	Kepler-346	5640.00	80.06	-88.53	0	0.92	0.11	-0.06	0.95	0.04	-0.05	0				
Kepler-346 b	Kepler-346	6033.00	200.00	-200.00	0	1.02	0.48	-0.48								
Kepler-346 b	Kepler-346	6032.00	190.00	-232.00	0	1.00	0.33	-0.11	1.06	0.14	-0.14	0				
Kepler-346 c	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 c	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-346 c	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-346 c	Kepler-346	5511.00	110.00	-110.00	0	0.89	0.05	-0.04								
Kepler-346 c	Kepler-346	5640.00	80.06	-88.53	0	0.92	0.11	-0.06	0.95	0.04	-0.05	0				
Kepler-346 c	Kepler-346	6033.00	200.00	-200.00	0	1.02	0.48	-0.48								
Kepler-346 c	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 c	Kepler-346	6032.00	190.00	-232.00	0	1.00	0.33	-0.11	1.06	0.14	-0.14	0				
Kepler-346 c	Kepler-346	6032.00	170.00	-224.00	0	1.00	0.43	-0.10	1.06	0.20	-0.14	0				
Kepler-346 c	Kepler-346	5996.00	152.00	-152.00	0	0.96	0.47	-0.47	1.02	0.12	-0.12	0				
Kepler-346 c	Kepler-346	5543.00	122.00	-122.00	0	0.91			0.98			0				
Kepler-347 b	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 b	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 b	Kepler-347	5592.00	75.00	-75.00	0	1.45	0.21	-0.34	1.00	0.07	-0.07	0				
Kepler-347 b	Kepler-347	6064.00	102.00	-102.00	0	0.96	0.52	-0.52	1.06	0.12	-0.12	0				
Kepler-347 b	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 b	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 b	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 b	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 b	Kepler-347	6088.00	200.00	-200.00	0	1.00	0.46	-0.46								
Kepler-347 b	Kepler-347	5892.00	93.83	-94.93	0	1.06	0.27	-0.10	1.05	0.06	-0.06	0				
Kepler-347 b	Kepler-347	5704.00	114.00	-114.00	0	1.48	0.07	-0.07								
Kepler-347 c	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 c	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 c	Kepler-347	5592.00	75.00	-75.00	0	1.45	0.21	-0.34	1.00	0.07	-0.07	0				
Kepler-347 c	Kepler-347	5892.00	93.83	-94.93	0	1.06	0.27	-0.10	1.05	0.06	-0.06	0				
Kepler-347 c	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 c	Kepler-347	5833.00	122.00	-122.00	0	1.45			1.05			0				
Kepler-347 c	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 c	Kepler-347	6092.00	144.00	-198.00	0	1.00	0.39	-0.09	1.07	0.18	-0.14	0				
Kepler-347 c	Kepler-347	6088.00	200.00	-200.00	0	1.00	0.46	-0.46								
Kepler-347 c	Kepler-347	5704.00	114.00	-114.00	0	1.48	0.07	-0.07								
Kepler-348 b	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-348 b	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 b	Kepler-348	6361.00	101.00	-101.00	0	1.08	0.31	-0.31	1.16	0.08	-0.08	0				
Kepler-348 b	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-348 b	Kepler-348	6421.00	128.00	-128.00	0	1.32	0.06	-0.06								
Kepler-348 b	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 b	Kepler-348	6388.00	115.00	-140.00	0	1.40	0.27	-0.18	1.26	0.10	-0.11	0				
Kepler-348 b	Kepler-348	6177.00	100.00	-100.00	0	1.36	0.25	-0.25								
Kepler-348 b	Kepler-348	6412.00	71.46	-66.93	0	1.39	0.17	-0.11	1.27	0.06	-0.05	0				
Kepler-348 b	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-348 b	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 c	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 c	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-348 c	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 c	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-348 c	Kepler-348	6177.00	100.00	-100.00	0	1.36	0.25	-0.25								
Kepler-348 c	Kepler-348	6412.00	71.46	-66.93	0	1.39	0.17	-0.11	1.27	0.06	-0.05	0				
Kepler-348 c	Kepler-348	6503.59	151.48	-150.55	0	1.30	0.08	-0.07	1.33	0.27	-0.16	0				
Kepler-348 c	Kepler-348	6388.00	115.00	-140.00	0	1.40	0.27	-0.18	1.26	0.10	-0.11	0				
Kepler-348 c	Kepler-348	6421.00	128.00	-128.00	0	1.32	0.06	-0.06								
Kepler-348 c	Kepler-348	6395.00	142.00	-237.00	0	1.19	0.69	-0.16	1.20	0.26	-0.19	0				
Kepler-349 b	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 b	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 b	Kepler-349	5956.00	200.00	-200.00	0	0.93	0.35	-0.35								
Kepler-349 b	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 b	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 b	Kepler-349	6111.00	158.15	-245.02	0	1.20	0.38	-0.19	1.12	0.13	-0.10	0				
Kepler-349 b	Kepler-349	5741.00	78.00	-78.00	0	0.96	0.14	-0.05	1.03	0.05	-0.07	0				
Kepler-349 b	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 b	Kepler-349	5884.00	118.00	-118.00	0	0.99	0.05	-0.04								
Kepler-349 b	Kepler-349	5934.00	91.00	-91.00	0	0.91	0.26	-0.26	1.02	0.05	-0.05	0				
Kepler-349 b	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 b	Kepler-349					0.91			1.00			0				
Kepler-349 c	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 c	Kepler-349	5884.00	118.00	-118.00	0	0.99	0.05	-0.04								
Kepler-349 c	Kepler-349	5741.00	78.00	-78.00	0	0.96	0.14	-0.05	1.03	0.05	-0.07	0				
Kepler-349 c	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 c	Kepler-349	6111.00	158.15	-245.02	0	1.20	0.38	-0.19	1.12	0.13	-0.10	0				
Kepler-349 c	Kepler-349	5956.00	200.00	-200.00	0	0.93	0.35	-0.35								
Kepler-349 c	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 c	Kepler-349	5941.00	156.00	-175.00	0	0.91	0.32	-0.07	1.00	0.10	-0.12	0				
Kepler-349 c	Kepler-349					0.91			1.00			0				
Kepler-349 c	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 c	Kepler-349	5665.19	133.01	-133.01	0	1.03			1.01			0				
Kepler-349 c	Kepler-349	5934.00	91.00	-91.00	0	0.91	0.26	-0.26	1.02	0.05	-0.05	0				
Kepler-35 b	Kepler-35	5606.00	150.00	-150.00	0	1.03	0.00	0.00	0.89	0.01	-0.01	0				
Kepler-350 b	Kepler-350	6188.00	124.00	-124.00	0	1.47	0.27	-0.27	1.11	0.12	-0.09	0				
Kepler-350 b	Kepler-350	6222.00	103.21	-86.83	0	1.36	0.32	-0.18	1.19	0.12	-0.07	0				
Kepler-350 b	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 b	Kepler-350	6186.00	124.00	-124.00	0	1.42	0.07	-0.06								
Kepler-350 b	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 b	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 b	Kepler-350	6234.00	100.00	-100.00	0	1.33	0.49	-0.49	1.13	0.12	-0.12	0				
Kepler-350 b	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 b	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 b	Kepler-350	6186.00	100.00	-100.00	0	1.53	0.31	-0.31								
Kepler-350 c	Kepler-350	6234.00	100.00	-100.00	0	1.33	0.49	-0.49	1.13	0.12	-0.12	0				
Kepler-350 c	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 c	Kepler-350					1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 c	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 c	Kepler-350					1.25			1.00			0				
Kepler-350 c	Kepler-350	6186.00	124.00	-124.00	0	1.42	0.07	-0.06								
Kepler-350 c	Kepler-350	6222.00	103.21	-86.83	0	1.36	0.32	-0.18	1.19	0.12	-0.07	0				
Kepler-350 c	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 c	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 c	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 c	Kepler-350	6188.00	124.00	-124.00	0	1.47	0.27	-0.27	1.11	0.12	-0.09	0				
Kepler-350 c	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 d	Kepler-350	6186.00	124.00	-124.00	0	1.42	0.07	-0.06								
Kepler-350 d	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 d	Kepler-350	6234.00	100.00	-100.00	0	1.33	0.49	-0.49	1.13	0.12	-0.12	0				
Kepler-350 d	Kepler-350	6222.00	103.21	-86.83	0	1.36	0.32	-0.18	1.19	0.12	-0.07	0				
Kepler-350 d	Kepler-350	6188.00	124.00	-124.00	0	1.47	0.27	-0.27	1.11	0.12	-0.09	0				
Kepler-350 d	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 d	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 d	Kepler-350					1.25			1.00			0				
Kepler-350 d	Kepler-350	6492.30	30.19	-30.19	0	1.29			1.33			0				
Kepler-350 d	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 d	Kepler-350	6217.00	168.00	-195.00	0	1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-350 d	Kepler-350					1.25	0.57	-0.24	1.00	0.20	-0.12	0				
Kepler-351 b	Kepler-351	5643.00	200.00	-200.00	0	0.85	0.41	-0.41								
Kepler-351 b	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 b	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 b	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 b	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 b	Kepler-351	5225.00	61.31	-57.95	0	0.78	0.05	-0.07	0.81	0.05	-0.06	0				
Kepler-351 b	Kepler-351	5629.00	101.00	-101.00	0	0.85	0.40	-0.40	0.92	0.07	-0.07	0				
Kepler-351 b	Kepler-351	5642.00	169.00	-169.00	0	0.85	0.23	-0.08	0.91	0.10	-0.10	0				
Kepler-351 b	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 b	Kepler-351					0.84			0.91			0				
Kepler-351 b	Kepler-351	5643.00	198.00	-198.00	0	0.77	0.07	-0.06								
Kepler-351 b	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 c	Kepler-351	5642.00	169.00	-169.00	0	0.85	0.23	-0.08	0.91	0.10	-0.10	0				
Kepler-351 c	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 c	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 c	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 c	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 c	Kepler-351	5643.00	200.00	-200.00	0	0.85	0.41	-0.41								
Kepler-351 c	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 c	Kepler-351	5629.00	101.00	-101.00	0	0.85	0.40	-0.40	0.92	0.07	-0.07	0				
Kepler-351 c	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 c	Kepler-351	5643.00	198.00	-198.00	0	0.77	0.07	-0.06								
Kepler-351 c	Kepler-351					0.84			0.91			0				
Kepler-351 c	Kepler-351	5225.00	61.31	-57.95	0	0.78	0.05	-0.07	0.81	0.05	-0.06	0				
Kepler-351 d	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 d	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 d	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 d	Kepler-351	5642.00	169.00	-169.00	0	0.85	0.23	-0.08	0.91	0.10	-0.10	0				
Kepler-351 d	Kepler-351	5313.00	123.00	-123.00	0	0.76			0.91			0				
Kepler-351 d	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-351 d	Kepler-351	5225.00	61.31	-57.95	0	0.78	0.05	-0.07	0.81	0.05	-0.06	0				
Kepler-351 d	Kepler-351	5643.00	198.00	-198.00	0	0.77	0.07	-0.06								
Kepler-351 d	Kepler-351	5646.00	164.00	-151.00	0	0.84	0.37	-0.07	0.91	0.10	-0.09	0				
Kepler-352 b	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 b	Kepler-352	5212.00	100.00	-100.00	0	0.78	0.05	-0.05								
Kepler-352 b	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 b	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 b	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 b	Kepler-352	5279.00	77.85	-61.97	0	0.80	0.03	-0.03	0.86	0.03	-0.04	0				
Kepler-352 b	Kepler-352	5208.00	103.00	-103.00	0	0.77	0.06	-0.04	0.80	0.05	-0.05	0				
Kepler-352 b	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 b	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 b	Kepler-352	5224.00	104.00	-104.00	0	0.73	0.03	-0.03								
Kepler-352 b	Kepler-352	5227.00	65.00	-65.00	0	0.72	0.04	-0.04	0.83	0.02	-0.02	0				
Kepler-352 c	Kepler-352	5279.00	77.85	-61.97	0	0.80	0.03	-0.03	0.86	0.03	-0.04	0				
Kepler-352 c	Kepler-352	5212.00	100.00	-100.00	0	0.78	0.05	-0.05								
Kepler-352 c	Kepler-352	5224.00	104.00	-104.00	0	0.73	0.03	-0.03								
Kepler-352 c	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 c	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 c	Kepler-352	5227.00	65.00	-65.00	0	0.72	0.04	-0.04	0.83	0.02	-0.02	0				
Kepler-352 c	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 c	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 c	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-352 c	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 c	Kepler-352	5208.00	103.00	-103.00	0	0.77	0.06	-0.04	0.80	0.05	-0.05	0				
Kepler-352 d	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 d	Kepler-352	5208.00	103.00	-103.00	0	0.77	0.06	-0.04	0.80	0.05	-0.05	0				
Kepler-352 d	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 d	Kepler-352	5238.00	157.00	-136.00	0	0.75	0.15	-0.06	0.84	0.08	-0.10	0				
Kepler-352 d	Kepler-352	5208.00	103.00	-103.00	0	0.77	0.06	-0.04	0.80	0.05	-0.05	0				
Kepler-352 d	Kepler-352	5262.00	114.98	-180.61	0	0.73	0.05	-0.04	0.90	0.12	-0.11	0				
Kepler-353 b	Kepler-353	3757.00	75.00	-83.00	0	0.54	0.03	-0.04	0.55	0.03	-0.04	0				
Kepler-353 b	Kepler-353	3909.00	58.00	-58.00	0	0.56	0.03	-0.03	0.60	0.07	-0.07	0				
Kepler-353 b	Kepler-353	3903.00	100.00	-100.00	0	0.50	0.02	-0.02								
Kepler-353 b	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 b	Kepler-353	3915.00	157.00	-157.00	0	0.63	0.02	-0.02	0.61	0.02	-0.02	0				
Kepler-353 b	Kepler-353	4090.00	52.00	-52.00	0	0.53	0.01	-0.01	0.55	0.01	-0.01	0				
Kepler-353 b	Kepler-353	3915.00	157.00	-157.00	0	0.63	0.02	-0.02	0.61	0.02	-0.02	0				
Kepler-353 b	Kepler-353	3758.00	75.00	-75.00	0	0.64	0.02	-0.02								
Kepler-353 b	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 b	Kepler-353	3915.00	157.00	-157.00	0	0.63	0.02	-0.02	0.61	0.02	-0.02	0				
Kepler-353 b	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 b	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 b	Kepler-353	3985.00	41.56	-36.96	0	0.56	0.02	-0.02	0.58	0.03	-0.03	0				
Kepler-353 c	Kepler-353	3757.00	75.00	-83.00	0	0.54	0.03	-0.04	0.55	0.03	-0.04	0				
Kepler-353 c	Kepler-353	3903.00	100.00	-100.00	0	0.50	0.02	-0.02								
Kepler-353 c	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 c	Kepler-353	3903.00	104.00	-77.00	0	0.52	0.10	-0.05	0.54	0.10	-0.05	0				
Kepler-353 c	Kepler-353	4090.00	52.00	-52.00	0	0.53	0.01	-0.01	0.55	0.01	-0.01	0				
Kepler-353 c	Kepler-353	3915.00	157.00	-157.00	0	0.63	0.02	-0.02	0.61	0.02	-0.02	0				
Kepler-353 c	Kepler-353	3909.00	58.00	-58.00	0	0.56	0.03	-0.03	0.60	0.07	-0.07	0				
Kepler-353 c	Kepler-353	3758.00	75.00	-75.00	0	0.64	0.02	-0.02								
Kepler-353 c	Kepler-353	3985.00	41.56	-36.96	0	0.56	0.02	-0.02	0.58	0.03	-0.03	0				
