# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:33:05 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rotp:        Stellar Rotational Period [days]
#
pl_name,hostname,st_teff,st_rad,st_mass,st_rotp
Kepler-296 f,Kepler-296,3526.00,0.38,0.39,
Kepler-296 f,Kepler-296,3862.00,0.50,0.52,
Kepler-296 f,Kepler-296,3740.00,0.48,0.50,
Kepler-296 f,Kepler-296,3517.00,0.37,0.38,
Kepler-296 f,Kepler-296,3821.00,0.59,0.63,
Kepler-296 f,Kepler-296,3572.00,0.43,0.45,
Kepler-296 f,Kepler-296,3517.00,0.37,0.38,
Kepler-296 f,Kepler-296,3558.00,0.37,0.38,
Kepler-297 b,Kepler-297,5619.00,0.92,,
Kepler-297 b,Kepler-297,6150.00,1.04,1.04,
Kepler-297 b,Kepler-297,5783.00,0.89,1.04,
Kepler-297 b,Kepler-297,5618.00,0.90,0.85,
Kepler-297 b,Kepler-297,,1.04,1.04,
Kepler-297 b,Kepler-297,6138.00,1.04,1.07,
Kepler-297 b,Kepler-297,5693.00,0.89,,
Kepler-297 b,Kepler-297,6150.00,1.04,1.04,
Kepler-297 b,Kepler-297,5801.00,0.95,0.98,
Kepler-297 b,Kepler-297,6150.00,1.04,1.04,
Kepler-297 b,Kepler-297,5783.00,0.89,1.04,
Kepler-297 c,Kepler-297,6138.00,1.04,1.07,
Kepler-297 c,Kepler-297,6150.00,1.04,1.04,
Kepler-297 c,Kepler-297,5619.00,0.92,,
Kepler-297 c,Kepler-297,,1.04,1.04,
Kepler-297 c,Kepler-297,6150.00,1.04,1.04,
Kepler-297 c,Kepler-297,5618.00,0.90,0.85,
Kepler-297 c,Kepler-297,5783.00,0.89,1.04,
Kepler-297 c,Kepler-297,5783.00,0.89,1.04,
Kepler-297 c,Kepler-297,5693.00,0.89,,
Kepler-297 c,Kepler-297,5801.00,0.95,0.98,
Kepler-297 c,Kepler-297,6150.00,1.04,1.04,
Kepler-298 b,Kepler-298,4612.00,0.65,0.69,
Kepler-298 b,Kepler-298,4549.00,0.65,0.67,
Kepler-298 b,Kepler-298,4465.00,0.68,,
Kepler-298 b,Kepler-298,4463.00,0.61,0.66,
Kepler-298 b,Kepler-298,4549.00,0.69,0.72,
Kepler-298 b,Kepler-298,4549.00,0.69,0.72,
Kepler-298 b,Kepler-298,4549.00,0.65,0.67,
Kepler-298 b,Kepler-298,4549.00,0.69,0.72,
Kepler-298 b,Kepler-298,4465.00,0.58,,
Kepler-298 b,Kepler-298,4549.00,0.65,0.67,
Kepler-298 b,Kepler-298,4655.00,0.64,0.66,
Kepler-298 c,Kepler-298,4549.00,0.65,0.67,
Kepler-298 c,Kepler-298,4465.00,0.68,,
Kepler-298 c,Kepler-298,4463.00,0.61,0.66,
Kepler-298 c,Kepler-298,4549.00,0.69,0.72,
Kepler-298 c,Kepler-298,4465.00,0.58,,
Kepler-298 c,Kepler-298,4549.00,0.65,0.67,
Kepler-298 c,Kepler-298,4549.00,0.69,0.72,
Kepler-298 c,Kepler-298,4655.00,0.64,0.66,
Kepler-298 c,Kepler-298,4549.00,0.65,0.67,
Kepler-298 c,Kepler-298,4612.00,0.65,0.69,
Kepler-298 d,Kepler-298,4549.00,0.69,0.72,
Kepler-298 d,Kepler-298,4549.00,0.69,0.72,
Kepler-298 d,Kepler-298,4612.00,0.65,0.69,
Kepler-298 d,Kepler-298,4549.00,0.65,0.67,
Kepler-298 d,Kepler-298,4655.00,0.64,0.66,
Kepler-298 d,Kepler-298,4549.00,0.65,0.67,
Kepler-298 d,Kepler-298,4549.00,0.69,0.72,
Kepler-298 d,Kepler-298,4465.00,0.58,,
Kepler-298 d,Kepler-298,4549.00,0.65,0.67,
Kepler-298 d,Kepler-298,4465.00,0.68,,
Kepler-298 d,Kepler-298,4463.00,0.61,0.66,
Kepler-299 b,Kepler-299,5650.00,0.96,0.95,
Kepler-299 b,Kepler-299,5896.00,0.92,1.01,
Kepler-299 b,Kepler-299,5885.00,0.90,1.00,
Kepler-299 b,Kepler-299,5678.00,1.00,,
Kepler-299 b,Kepler-299,5896.00,0.92,1.01,
Kepler-299 b,Kepler-299,5631.00,1.00,1.00,
Kepler-299 b,Kepler-299,5631.00,1.00,1.00,
Kepler-299 b,Kepler-299,5617.00,1.03,,
Kepler-299 b,Kepler-299,5616.00,1.00,0.90,
Kepler-299 b,Kepler-299,5896.00,0.92,1.01,
Kepler-299 c,Kepler-299,5616.00,1.00,0.90,
Kepler-299 c,Kepler-299,5631.00,1.00,1.00,
Kepler-299 c,Kepler-299,5896.00,0.92,1.01,
Kepler-299 c,Kepler-299,5896.00,0.92,1.01,
Kepler-299 c,Kepler-299,5678.00,1.00,,
Kepler-299 c,Kepler-299,5885.00,0.90,1.00,
Kepler-299 c,Kepler-299,5617.00,1.03,,
Kepler-299 c,Kepler-299,5896.00,0.92,1.01,
Kepler-299 c,Kepler-299,5631.00,1.00,1.00,
Kepler-299 c,Kepler-299,5650.00,0.96,0.95,
Kepler-299 d,Kepler-299,5631.00,1.00,1.00,
Kepler-299 d,Kepler-299,5616.00,1.00,0.90,
Kepler-299 d,Kepler-299,5896.00,0.92,1.01,
Kepler-299 d,Kepler-299,5678.00,1.00,,
Kepler-299 d,Kepler-299,5617.00,1.03,,
Kepler-299 d,Kepler-299,5896.00,0.92,1.01,
Kepler-299 d,Kepler-299,5885.00,0.90,1.00,
Kepler-299 d,Kepler-299,5896.00,0.92,1.01,
Kepler-299 d,Kepler-299,5650.00,0.96,0.95,
Kepler-299 d,Kepler-299,5631.00,1.00,1.00,
Kepler-299 e,Kepler-299,5885.00,0.90,1.00,
Kepler-299 e,Kepler-299,5678.00,1.00,,
Kepler-299 e,Kepler-299,5650.00,0.96,0.95,
Kepler-299 e,Kepler-299,5896.00,0.92,1.01,
Kepler-299 e,Kepler-299,5631.00,1.00,1.00,
Kepler-299 e,Kepler-299,5617.00,1.03,,
Kepler-299 e,Kepler-299,5616.00,1.00,0.90,
Kepler-299 e,Kepler-299,5896.00,0.92,1.01,
Kepler-299 e,Kepler-299,5631.00,1.00,1.00,
Kepler-299 e,Kepler-299,5896.00,0.92,1.01,
Kepler-299 e,Kepler-299,5631.00,1.00,1.00,
Kepler-30 b,Kepler-30,5498.00,0.95,0.99,
Kepler-30 b,Kepler-30,,0.87,0.99,
Kepler-30 b,Kepler-30,,,1.00,
Kepler-30 b,Kepler-30,5464.00,0.84,,
Kepler-30 b,Kepler-30,5485.00,0.87,0.99,
Kepler-30 b,Kepler-30,5006.60,1.01,0.83,
Kepler-30 b,Kepler-30,5485.00,0.87,0.99,
Kepler-30 b,Kepler-30,5006.60,1.01,0.83,
Kepler-30 b,Kepler-30,5498.00,0.95,0.99,
Kepler-30 b,Kepler-30,5461.00,0.94,0.97,
Kepler-30 c,Kepler-30,5461.00,0.94,0.97,
Kepler-30 c,Kepler-30,,,1.00,
Kepler-30 c,Kepler-30,5485.00,0.87,0.99,
Kepler-30 c,Kepler-30,,0.87,0.99,
Kepler-30 c,Kepler-30,5006.60,1.01,0.83,
Kepler-30 c,Kepler-30,5464.00,0.84,,
Kepler-30 c,Kepler-30,5485.00,0.87,0.99,
Kepler-30 c,Kepler-30,5498.00,0.95,0.99,
Kepler-30 c,Kepler-30,5006.60,1.01,0.83,
Kepler-30 c,Kepler-30,5485.00,0.87,0.99,
Kepler-30 c,Kepler-30,5498.00,0.95,0.99,
Kepler-30 c,Kepler-30,5485.00,0.87,0.99,
Kepler-30 c,Kepler-30,5452.00,0.86,0.95,
Kepler-30 d,Kepler-30,5498.00,0.95,0.99,
Kepler-30 d,Kepler-30,5485.00,0.87,0.99,
Kepler-30 d,Kepler-30,5485.00,0.87,0.99,
Kepler-30 d,Kepler-30,5006.60,1.01,0.83,
Kepler-30 d,Kepler-30,5452.00,0.86,0.95,
Kepler-30 d,Kepler-30,5461.00,0.94,0.97,
Kepler-30 d,Kepler-30,5498.00,0.95,0.99,
Kepler-30 d,Kepler-30,5464.00,0.84,,
Kepler-30 d,Kepler-30,5485.00,0.87,0.99,
Kepler-30 d,Kepler-30,5006.60,1.01,0.83,
Kepler-30 d,Kepler-30,5485.00,0.87,0.99,
Kepler-300 b,Kepler-300,5968.00,0.88,0.97,
Kepler-300 b,Kepler-300,5965.00,1.10,1.07,
Kepler-300 b,Kepler-300,5886.00,1.42,1.07,
Kepler-300 b,Kepler-300,5968.00,0.88,0.97,
Kepler-300 b,Kepler-300,5886.00,1.42,1.07,
Kepler-300 b,Kepler-300,5993.00,0.93,1.03,
Kepler-300 b,Kepler-300,5968.00,0.88,0.97,
Kepler-300 b,Kepler-300,5968.00,0.88,0.97,
Kepler-300 b,Kepler-300,5986.00,0.90,,
Kepler-300 b,Kepler-300,5986.00,1.40,,
Kepler-300 b,Kepler-300,5886.00,1.42,1.07,
Kepler-300 c,Kepler-300,5993.00,0.93,1.03,
Kepler-300 c,Kepler-300,5968.00,0.88,0.97,
Kepler-300 c,Kepler-300,5968.00,0.88,0.97,
Kepler-300 c,Kepler-300,5968.00,0.88,0.97,
Kepler-300 c,Kepler-300,5965.00,1.10,1.07,
Kepler-300 c,Kepler-300,5986.00,1.40,,
Kepler-300 c,Kepler-300,5886.00,1.42,1.07,
Kepler-300 c,Kepler-300,5968.00,0.88,0.97,
Kepler-300 c,Kepler-300,5886.00,1.42,1.07,
Kepler-300 c,Kepler-300,5886.00,1.42,1.07,
Kepler-300 c,Kepler-300,5986.00,0.90,,
Kepler-301 b,Kepler-301,5627.92,0.96,1.00,
Kepler-301 b,Kepler-301,5814.00,0.88,0.94,
Kepler-301 b,Kepler-301,5656.00,0.95,,
Kepler-301 b,Kepler-301,5814.00,0.88,0.94,
Kepler-301 b,Kepler-301,5814.00,0.88,0.94,
Kepler-301 b,Kepler-301,5627.92,0.96,1.00,
Kepler-301 b,Kepler-301,5814.00,0.88,0.94,
Kepler-301 b,Kepler-301,5717.00,0.96,0.98,
Kepler-301 b,Kepler-301,5815.00,0.90,,
Kepler-301 b,Kepler-301,5811.00,0.90,0.97,
Kepler-301 c,Kepler-301,5815.00,0.90,,
Kepler-301 c,Kepler-301,5717.00,0.96,0.98,
Kepler-301 c,Kepler-301,5814.00,0.88,0.94,
Kepler-301 c,Kepler-301,5627.92,0.96,1.00,
Kepler-301 c,Kepler-301,5814.00,0.88,0.94,
Kepler-301 c,Kepler-301,5811.00,0.90,0.97,
Kepler-301 c,Kepler-301,5814.00,0.88,0.94,
Kepler-301 c,Kepler-301,5656.00,0.95,,
Kepler-301 c,Kepler-301,5627.92,0.96,1.00,
Kepler-301 c,Kepler-301,5814.00,0.88,0.94,
Kepler-301 d,Kepler-301,5814.00,0.88,0.94,
Kepler-301 d,Kepler-301,5811.00,0.90,0.97,
Kepler-301 d,Kepler-301,5814.00,0.88,0.94,
Kepler-301 d,Kepler-301,5717.00,0.96,0.98,
Kepler-301 d,Kepler-301,5627.92,0.96,1.00,
Kepler-301 d,Kepler-301,5627.92,0.96,1.00,
Kepler-301 d,Kepler-301,5627.92,0.96,1.00,
Kepler-301 d,Kepler-301,5656.00,0.95,,
Kepler-301 d,Kepler-301,5815.00,0.90,,
Kepler-301 d,Kepler-301,5814.00,0.88,0.94,
Kepler-301 d,Kepler-301,5814.00,0.88,0.94,
Kepler-302 b,Kepler-302,5756.00,1.06,1.03,
Kepler-302 b,Kepler-302,5952.00,0.92,1.02,
Kepler-302 b,Kepler-302,5756.00,1.06,1.03,
Kepler-302 b,Kepler-302,5756.00,1.06,1.03,
Kepler-302 b,Kepler-302,5733.00,1.18,0.97,
Kepler-302 b,Kepler-302,5938.00,0.88,0.97,
Kepler-302 b,Kepler-302,5938.00,0.88,0.97,
Kepler-302 b,Kepler-302,5938.00,0.88,0.97,
Kepler-302 b,Kepler-302,5740.00,1.22,,
Kepler-302 b,Kepler-302,5703.00,1.08,,
Kepler-302 b,Kepler-302,5781.00,1.11,1.02,
Kepler-302 c,Kepler-302,5703.00,1.08,,
Kepler-302 c,Kepler-302,5938.00,0.88,0.97,
Kepler-302 c,Kepler-302,5952.00,0.92,1.02,
Kepler-302 c,Kepler-302,5781.00,1.11,1.02,
Kepler-302 c,Kepler-302,5740.00,1.22,,
Kepler-302 c,Kepler-302,5756.00,1.06,1.03,
Kepler-302 c,Kepler-302,5733.00,1.18,0.97,
Kepler-302 c,Kepler-302,5756.00,1.06,1.03,
Kepler-302 c,Kepler-302,5938.00,0.88,0.97,
Kepler-302 c,Kepler-302,5756.00,1.06,1.03,
Kepler-302 c,Kepler-302,5938.00,0.88,0.97,
Kepler-303 b,Kepler-303,4066.55,0.62,0.64,
Kepler-303 b,Kepler-303,4070.00,0.51,0.52,
Kepler-303 b,Kepler-303,4042.00,0.49,0.51,
Kepler-303 b,Kepler-303,3944.00,0.51,0.52,
Kepler-303 b,Kepler-303,3944.00,0.51,0.52,
Kepler-303 b,Kepler-303,4212.00,0.55,0.57,
Kepler-303 b,Kepler-303,3944.00,0.51,0.52,
Kepler-303 b,Kepler-303,4045.00,0.60,0.64,
Kepler-303 b,Kepler-303,3944.00,0.51,0.52,
Kepler-303 b,Kepler-303,4045.00,0.59,,
Kepler-303 b,Kepler-303,4066.55,0.62,0.64,
Kepler-303 b,Kepler-303,4066.55,0.62,0.64,
Kepler-303 b,Kepler-303,3944.00,0.48,,
Kepler-303 b,Kepler-303,4066.55,0.62,0.64,
Kepler-303 c,Kepler-303,4070.00,0.51,0.52,
Kepler-303 c,Kepler-303,3944.00,0.51,0.52,
Kepler-303 c,Kepler-303,3944.00,0.51,0.52,
Kepler-303 c,Kepler-303,3944.00,0.51,0.52,
Kepler-303 c,Kepler-303,4066.55,0.62,0.64,
Kepler-303 c,Kepler-303,4066.55,0.62,0.64,
Kepler-303 c,Kepler-303,4066.55,0.62,0.64,
Kepler-303 c,Kepler-303,3944.00,0.48,,
Kepler-303 c,Kepler-303,4066.55,0.62,0.64,
Kepler-303 c,Kepler-303,4045.00,0.60,0.64,
Kepler-303 c,Kepler-303,4045.00,0.59,,
Kepler-303 c,Kepler-303,4212.00,0.55,0.57,
Kepler-303 c,Kepler-303,4042.00,0.49,0.51,
Kepler-304 b,Kepler-304,4723.00,0.69,0.76,
Kepler-304 b,Kepler-304,4779.00,0.67,0.69,
Kepler-304 b,Kepler-304,4843.00,0.66,,
Kepler-304 b,Kepler-304,4817.00,0.73,0.80,
Kepler-304 b,Kepler-304,4731.00,0.69,,
Kepler-304 b,Kepler-304,4910.00,0.89,0.83,
Kepler-304 b,Kepler-304,4910.00,0.89,0.83,
Kepler-304 b,Kepler-304,4910.00,0.89,0.83,
Kepler-304 b,Kepler-304,4677.00,0.71,0.75,
Kepler-304 b,Kepler-304,4677.00,0.71,0.75,
Kepler-304 b,Kepler-304,4677.00,0.71,0.75,
Kepler-304 c,Kepler-304,4817.00,0.73,0.80,
Kepler-304 c,Kepler-304,4910.00,0.89,0.83,
Kepler-304 c,Kepler-304,4843.00,0.66,,
Kepler-304 c,Kepler-304,4731.00,0.69,,
Kepler-304 c,Kepler-304,4910.00,0.89,0.83,
Kepler-304 c,Kepler-304,4910.00,0.89,0.83,
Kepler-304 c,Kepler-304,4677.00,0.71,0.75,
Kepler-304 c,Kepler-304,4723.00,0.69,0.76,
Kepler-304 c,Kepler-304,4677.00,0.71,0.75,
Kepler-304 c,Kepler-304,4779.00,0.67,0.69,
Kepler-304 c,Kepler-304,4677.00,0.71,0.75,
Kepler-304 d,Kepler-304,4731.00,0.69,,
Kepler-304 d,Kepler-304,4843.00,0.66,,
Kepler-304 d,Kepler-304,4910.00,0.89,0.83,
Kepler-304 d,Kepler-304,4677.00,0.71,0.75,
Kepler-304 d,Kepler-304,4910.00,0.89,0.83,
Kepler-304 d,Kepler-304,4817.00,0.73,0.80,
Kepler-304 d,Kepler-304,4677.00,0.71,0.75,
Kepler-304 d,Kepler-304,4677.00,0.71,0.75,
Kepler-304 d,Kepler-304,4779.00,0.67,0.69,
Kepler-304 d,Kepler-304,4910.00,0.89,0.83,
Kepler-304 d,Kepler-304,4723.00,0.69,0.76,
Kepler-304 e,Kepler-304,4910.00,0.89,0.83,
Kepler-304 e,Kepler-304,4843.00,0.66,,
Kepler-304 e,Kepler-304,4677.00,0.71,0.75,
Kepler-304 e,Kepler-304,4723.00,0.69,0.76,
Kepler-304 e,Kepler-304,4779.00,0.67,0.69,
Kepler-304 e,Kepler-304,4817.00,0.73,0.80,
Kepler-304 e,Kepler-304,4910.00,0.89,0.83,
Kepler-304 e,Kepler-304,4677.00,0.71,0.75,
Kepler-304 e,Kepler-304,4910.00,0.89,0.83,
Kepler-305 b,Kepler-305,5106.00,0.80,0.76,
Kepler-305 b,Kepler-305,5106.00,0.80,0.76,
Kepler-305 b,Kepler-305,,0.80,0.76,
Kepler-305 b,Kepler-305,5080.00,0.79,,
Kepler-305 b,Kepler-305,5117.00,0.79,0.85,
Kepler-305 b,Kepler-305,4974.00,0.83,0.82,
Kepler-305 b,Kepler-305,4918.00,0.87,0.90,
Kepler-305 b,Kepler-305,5106.00,0.80,0.76,
Kepler-305 b,Kepler-305,,0.80,0.76,
Kepler-305 b,Kepler-305,4974.00,0.83,0.82,
Kepler-305 b,Kepler-305,5103.00,0.79,0.82,
Kepler-305 b,Kepler-305,4974.00,0.83,0.82,
Kepler-305 c,Kepler-305,4974.00,0.83,0.82,
Kepler-305 c,Kepler-305,5080.00,0.79,,
Kepler-305 c,Kepler-305,5106.00,0.80,0.76,
Kepler-305 c,Kepler-305,4974.00,0.83,0.82,
Kepler-305 c,Kepler-305,5117.00,0.79,0.85,
Kepler-305 c,Kepler-305,5103.00,0.79,0.82,
Kepler-305 c,Kepler-305,4918.00,0.87,0.90,
Kepler-305 c,Kepler-305,,0.80,0.76,
Kepler-305 c,Kepler-305,5106.00,0.80,0.76,
Kepler-305 c,Kepler-305,5106.00,0.80,0.76,
Kepler-305 c,Kepler-305,,0.80,0.76,
Kepler-305 c,Kepler-305,4974.00,0.83,0.82,
Kepler-305 d,Kepler-305,,,0.80,
Kepler-305 d,Kepler-305,5106.00,0.80,0.76,
Kepler-305 d,Kepler-305,4974.00,0.83,0.82,
Kepler-305 d,Kepler-305,5106.00,0.80,0.76,
Kepler-305 d,Kepler-305,4974.00,0.83,0.82,
Kepler-305 d,Kepler-305,5103.00,0.79,0.82,
Kepler-305 d,Kepler-305,5117.00,0.79,0.85,
Kepler-305 d,Kepler-305,5106.00,0.80,0.76,
Kepler-305 d,Kepler-305,5080.00,0.79,,
Kepler-305 d,Kepler-305,4974.00,0.83,0.82,
Kepler-305 d,Kepler-305,4918.00,0.87,0.90,
Kepler-305 d,Kepler-305,5100.00,0.79,,
Kepler-305 e,Kepler-305,4974.00,0.83,0.82,
Kepler-305 e,Kepler-305,5106.00,0.80,0.76,
Kepler-305 e,Kepler-305,4918.00,0.87,0.90,
Kepler-305 e,Kepler-305,5106.00,0.80,0.76,
Kepler-305 e,Kepler-305,5106.00,0.80,0.76,
Kepler-305 e,Kepler-305,5103.00,0.79,0.82,
Kepler-305 e,Kepler-305,4974.00,0.83,0.82,
Kepler-306 b,Kepler-306,4954.00,0.72,,
Kepler-306 b,Kepler-306,4908.00,0.78,,
Kepler-306 b,Kepler-306,4948.00,0.79,0.81,
Kepler-306 b,Kepler-306,5219.00,0.85,0.87,
Kepler-306 b,Kepler-306,4948.00,0.79,0.81,
Kepler-306 b,Kepler-306,4955.00,0.72,0.77,
Kepler-306 b,Kepler-306,5011.00,0.74,0.81,
Kepler-306 b,Kepler-306,5027.00,0.88,0.93,
Kepler-306 b,Kepler-306,5219.00,0.85,0.87,
Kepler-306 b,Kepler-306,5219.00,0.85,0.87,
Kepler-306 c,Kepler-306,5219.00,0.85,0.87,
Kepler-306 c,Kepler-306,4955.00,0.72,0.77,
Kepler-306 c,Kepler-306,5219.00,0.85,0.87,
Kepler-306 c,Kepler-306,4948.00,0.79,0.81,
Kepler-306 c,Kepler-306,5011.00,0.74,0.81,
Kepler-306 c,Kepler-306,4908.00,0.78,,
Kepler-306 c,Kepler-306,4954.00,0.72,,
Kepler-306 c,Kepler-306,5027.00,0.88,0.93,
Kepler-306 c,Kepler-306,4948.00,0.79,0.81,
Kepler-306 c,Kepler-306,4948.00,0.79,0.81,
Kepler-306 c,Kepler-306,5219.00,0.85,0.87,
Kepler-306 d,Kepler-306,5219.00,0.85,0.87,
Kepler-306 d,Kepler-306,4948.00,0.79,0.81,
Kepler-306 d,Kepler-306,5219.00,0.85,0.87,
Kepler-306 d,Kepler-306,4955.00,0.72,0.77,
Kepler-306 d,Kepler-306,5219.00,0.85,0.87,
Kepler-306 d,Kepler-306,4948.00,0.79,0.81,
Kepler-306 d,Kepler-306,5027.00,0.88,0.93,
Kepler-306 d,Kepler-306,4908.00,0.78,,
Kepler-306 d,Kepler-306,4948.00,0.79,0.81,
Kepler-306 d,Kepler-306,5011.00,0.74,0.81,
Kepler-306 d,Kepler-306,4954.00,0.72,,
Kepler-306 e,Kepler-306,5027.00,0.88,0.93,
Kepler-306 e,Kepler-306,4948.00,0.79,0.81,
Kepler-306 e,Kepler-306,4955.00,0.72,0.77,
Kepler-306 e,Kepler-306,5219.00,0.85,0.87,
Kepler-306 e,Kepler-306,5219.00,0.85,0.87,
Kepler-306 e,Kepler-306,4948.00,0.79,0.81,
Kepler-306 e,Kepler-306,4948.00,0.79,0.81,
Kepler-306 e,Kepler-306,4908.00,0.78,,
Kepler-306 e,Kepler-306,5011.00,0.74,0.81,
Kepler-306 e,Kepler-306,5219.00,0.85,0.87,
Kepler-306 e,Kepler-306,4954.00,0.72,,
Kepler-307 b,Kepler-307,5577.00,1.03,0.86,
Kepler-307 b,Kepler-307,5523.00,0.95,0.97,
Kepler-307 b,Kepler-307,5523.00,0.95,0.97,
Kepler-307 b,Kepler-307,,,0.90,
Kepler-307 b,Kepler-307,,0.99,0.95,
Kepler-307 b,Kepler-307,,1.08,0.98,
Kepler-307 b,Kepler-307,5514.00,0.95,0.94,
Kepler-307 b,Kepler-307,,1.08,0.98,
Kepler-307 b,Kepler-307,5671.00,1.08,0.98,
Kepler-307 b,Kepler-307,5511.00,0.99,0.95,
Kepler-307 b,Kepler-307,5367.00,0.81,0.91,
Kepler-307 b,Kepler-307,5559.00,0.93,,
Kepler-307 b,Kepler-307,5671.00,1.08,0.98,
Kepler-307 b,Kepler-307,5671.00,1.08,0.98,
Kepler-307 c,Kepler-307,,,0.90,
Kepler-307 c,Kepler-307,5671.00,1.08,0.98,
Kepler-307 c,Kepler-307,5523.00,0.95,0.97,
Kepler-307 c,Kepler-307,5514.00,0.95,0.94,
Kepler-307 c,Kepler-307,,1.08,0.98,
Kepler-307 c,Kepler-307,,0.99,0.95,
Kepler-307 c,Kepler-307,5367.00,0.81,0.91,
Kepler-307 c,Kepler-307,5671.00,1.08,0.98,
Kepler-307 c,Kepler-307,5577.00,1.03,0.86,
Kepler-307 c,Kepler-307,5671.00,1.08,0.98,
Kepler-307 c,Kepler-307,5559.00,0.93,,
Kepler-307 c,Kepler-307,5523.00,0.95,0.97,
Kepler-307 c,Kepler-307,,1.08,0.98,
Kepler-307 c,Kepler-307,5511.00,0.99,0.95,
Kepler-308 b,Kepler-308,5896.00,0.91,1.00,
Kepler-308 b,Kepler-308,5876.00,0.89,1.00,
Kepler-308 b,Kepler-308,5895.00,0.89,,
Kepler-308 b,Kepler-308,5896.00,0.91,1.00,
Kepler-308 b,Kepler-308,5896.00,0.91,1.00,
Kepler-308 b,Kepler-308,5896.00,0.91,1.00,
Kepler-308 b,Kepler-308,5895.00,0.94,,
Kepler-308 b,Kepler-308,5705.00,0.90,1.02,
Kepler-308 b,Kepler-308,5705.00,0.90,1.02,
Kepler-308 b,Kepler-308,5532.00,0.89,0.92,
Kepler-308 c,Kepler-308,5705.00,0.90,1.02,
Kepler-308 c,Kepler-308,5896.00,0.91,1.00,
Kepler-308 c,Kepler-308,5896.00,0.91,1.00,
Kepler-308 c,Kepler-308,5895.00,0.94,,
Kepler-308 c,Kepler-308,5895.00,0.89,,
Kepler-308 c,Kepler-308,5532.00,0.89,0.92,
Kepler-308 c,Kepler-308,5705.00,0.90,1.02,
Kepler-308 c,Kepler-308,5896.00,0.91,1.00,
Kepler-308 c,Kepler-308,5896.00,0.91,1.00,
Kepler-308 c,Kepler-308,5705.00,0.90,1.02,
Kepler-308 c,Kepler-308,5876.00,0.89,1.00,
Kepler-309 b,Kepler-309,4713.00,0.72,,
Kepler-309 b,Kepler-309,4786.00,0.75,,
Kepler-309 b,Kepler-309,3880.00,0.49,0.51,
Kepler-309 b,Kepler-309,3883.00,0.50,0.52,
Kepler-309 b,Kepler-309,4714.00,0.77,0.75,
Kepler-309 b,Kepler-309,4736.00,0.73,0.79,
Kepler-309 b,Kepler-309,4714.00,0.77,0.75,
Kepler-309 b,Kepler-309,4714.00,0.77,0.75,
Kepler-309 b,Kepler-309,4680.00,0.64,0.67,
Kepler-309 b,Kepler-309,3880.00,0.49,0.51,
Kepler-309 b,Kepler-309,3880.00,0.49,0.51,
Kepler-309 b,Kepler-309,3880.00,0.49,0.51,
Kepler-309 c,Kepler-309,4680.00,0.64,0.67,
Kepler-309 c,Kepler-309,3880.00,0.49,0.51,
Kepler-309 c,Kepler-309,3880.00,0.49,0.51,
Kepler-309 c,Kepler-309,4714.00,0.77,0.75,
Kepler-309 c,Kepler-309,3880.00,0.49,0.51,
Kepler-309 c,Kepler-309,4736.00,0.73,0.79,
Kepler-309 c,Kepler-309,3880.00,0.49,0.51,
Kepler-309 c,Kepler-309,4713.00,0.72,,
Kepler-309 c,Kepler-309,4714.00,0.77,0.75,
Kepler-309 c,Kepler-309,4714.00,0.77,0.75,
Kepler-309 c,Kepler-309,3883.00,0.50,0.52,
Kepler-309 c,Kepler-309,4786.00,0.75,,
Kepler-309 c,Kepler-309,4714.00,0.77,0.75,
Kepler-31 b,Kepler-31,6514.00,1.15,1.21,
Kepler-31 b,Kepler-31,6505.00,1.16,1.19,
Kepler-31 b,Kepler-31,6340.00,1.22,1.21,
Kepler-31 b,Kepler-31,6011.20,1.30,1.11,
Kepler-31 b,Kepler-31,6088.00,1.26,,
Kepler-31 b,Kepler-31,6121.00,1.20,1.08,
Kepler-31 b,Kepler-31,,1.16,1.19,
Kepler-31 b,Kepler-31,6011.20,1.30,1.11,
Kepler-31 b,Kepler-31,6035.00,1.26,0.96,
Kepler-31 b,Kepler-31,6505.00,1.16,1.19,
Kepler-31 b,Kepler-31,6505.00,1.16,1.19,
Kepler-31 c,Kepler-31,6514.00,1.15,1.21,
Kepler-31 c,Kepler-31,6505.00,1.16,1.19,
Kepler-31 c,Kepler-31,6505.00,1.16,1.19,
Kepler-31 c,Kepler-31,6088.00,1.26,,
Kepler-31 c,Kepler-31,6011.20,1.30,1.11,
Kepler-31 c,Kepler-31,6035.00,1.26,0.96,
Kepler-31 c,Kepler-31,6121.00,1.20,1.08,
Kepler-31 c,Kepler-31,6340.00,1.22,1.21,
Kepler-31 c,Kepler-31,6505.00,1.16,1.19,
Kepler-31 c,Kepler-31,6011.20,1.30,1.11,
Kepler-31 c,Kepler-31,,1.16,1.19,
Kepler-31 d,Kepler-31,6034.00,1.31,,
Kepler-31 d,Kepler-31,6035.00,1.26,0.96,
Kepler-31 d,Kepler-31,6340.00,1.22,1.21,
Kepler-31 d,Kepler-31,6505.00,1.16,1.19,
Kepler-31 d,Kepler-31,6088.00,1.26,,
